cost,datetime,category
1.63,9/15/2023,Market
7.73,4/28/2023,Electronics
22.90,1/3/2023,Travel
1.86,4/2/2023,Clothing
0.49,10/3/2023,Restaurant
6.10,2/11/2023,Travel
1.63,9/4/2023,Cosmetic
33.47,6/25/2023,Travel
2.82,5/10/2023,Clothing
24.72,5/4/2023,Travel
0.32,9/20/2023,Cosmetic
3.15,1/5/2023,Clothing
11.27,5/8/2023,Electronics
1.56,2/20/2023,Electronics
12.26,2/27/2023,Travel
1.95,8/21/2023,Cosmetic
32.02,6/17/2023,Travel
13.17,4/27/2023,Travel
4.38,8/1/2023,Travel
3.05,5/9/2023,Electronics
1.93,1/20/2023,Electronics
3.53,6/27/2023,Clothing
0.32,8/22/2023,Market
10.25,8/17/2023,Electronics
6.99,8/21/2023,Travel
2.70,5/18/2023,Market
2.20,2/3/2023,Electronics
2.30,8/2/2023,Clothing
7.89,3/20/2023,Electronics
3.25,9/23/2023,Electronics
3.48,6/25/2023,Clothing
4.83,7/25/2023,Market
2.72,4/23/2023,Electronics
1.98,6/17/2023,Market
14.48,4/16/2023,Travel
1.14,2/11/2023,Restaurant
1.42,7/28/2023,Market
25.78,2/13/2023,Travel
2.51,9/7/2023,Market
0.53,7/27/2023,Restaurant
6.16,9/17/2023,Travel
2.34,1/31/2023,Clothing
4.80,3/15/2023,Market
4.85,3/9/2023,Market
18.30,2/17/2023,Travel
11.00,7/21/2023,Electronics
14.95,9/4/2023,Travel
2.14,3/17/2023,Market
1.04,8/6/2023,Restaurant
1.44,7/29/2023,Cosmetic
8.27,8/9/2023,Electronics
0.36,5/9/2023,Restaurant
0.68,3/23/2023,Cosmetic
8.11,4/30/2023,Electronics
1.36,10/8/2023,Cosmetic
13.54,6/28/2023,Travel
1.94,3/5/2023,Cosmetic
0.41,9/29/2023,Market
20.05,5/23/2023,Travel
2.23,6/26/2023,Market
1.00,1/13/2023,Restaurant
0.79,3/13/2023,Electronics
2.26,4/9/2023,Electronics
1.27,6/5/2023,Clothing
1.74,5/14/2023,Cosmetic
1.97,7/14/2023,Cosmetic
5.85,8/28/2023,Electronics
0.41,7/14/2023,Clothing
0.18,8/18/2023,Restaurant
0.80,8/24/2023,Restaurant
1.19,4/13/2023,Cosmetic
2.88,7/4/2023,Market
3.18,8/28/2023,Electronics
1.88,9/5/2023,Clothing
2.57,9/24/2023,Clothing
26.55,3/9/2023,Travel
3.03,7/1/2023,Electronics
0.31,8/12/2023,Cosmetic
0.28,9/6/2023,Restaurant
5.11,8/16/2023,Electronics
0.78,6/1/2023,Cosmetic
10.18,7/4/2023,Electronics
1.96,4/3/2023,Clothing
1.29,3/17/2023,Cosmetic
7.87,9/27/2023,Electronics
8.23,8/31/2023,Electronics
2.67,2/1/2023,Clothing
1.10,2/15/2023,Cosmetic
0.45,9/9/2023,Restaurant
0.40,1/20/2023,Restaurant
1.03,1/6/2023,Cosmetic
4.69,9/19/2023,Electronics
1.34,1/13/2023,Market
0.46,4/25/2023,Market
24.77,9/3/2023,Travel
0.86,1/20/2023,Cosmetic
0.52,5/24/2023,Restaurant
1.03,1/28/2023,Restaurant
5.26,5/17/2023,Electronics
2.13,4/8/2023,Cosmetic
1.96,3/13/2023,Cosmetic
4.68,7/14/2023,Market
1.37,3/6/2023,Cosmetic
1.38,10/11/2023,Clothing
2.01,6/15/2023,Cosmetic
5.51,1/19/2023,Electronics
1.75,1/12/2023,Clothing
0.36,9/8/2023,Restaurant
0.56,2/12/2023,Market
3.13,7/7/2023,Clothing
11.48,4/18/2023,Travel
6.26,3/21/2023,Electronics
8.12,2/1/2023,Electronics
1.71,7/26/2023,Cosmetic
1.56,3/13/2023,Cosmetic
0.57,3/11/2023,Restaurant
24.38,1/5/2023,Travel
0.76,4/22/2023,Clothing
1.51,10/14/2023,Cosmetic
0.92,6/11/2023,Restaurant
7.18,4/27/2023,Electronics
0.82,5/20/2023,Restaurant
1.80,8/19/2023,Clothing
3.33,1/27/2023,Electronics
0.36,4/9/2023,Cosmetic
3.56,8/6/2023,Electronics
1.11,8/17/2023,Restaurant
6.06,6/22/2023,Travel
3.14,2/22/2023,Electronics
4.88,5/10/2023,Market
1.47,8/29/2023,Clothing
28.50,7/31/2023,Travel
32.66,9/17/2023,Travel
4.94,6/28/2023,Market
1.91,5/2/2023,Cosmetic
8.08,9/14/2023,Electronics
32.66,9/16/2023,Travel
0.29,6/8/2023,Market
3.64,6/17/2023,Electronics
2.96,8/29/2023,Market
5.90,9/29/2023,Electronics
1.41,4/19/2023,Market
0.36,2/20/2023,Cosmetic
0.82,10/9/2023,Restaurant
1.69,4/30/2023,Clothing
0.78,9/6/2023,Cosmetic
3.34,3/8/2023,Electronics
0.09,5/9/2023,Market
2.74,7/28/2023,Clothing
0.60,5/7/2023,Electronics
3.23,8/4/2023,Electronics
1.53,4/12/2023,Clothing
0.51,3/16/2023,Clothing
1.68,7/8/2023,Clothing
0.97,3/26/2023,Restaurant
3.49,7/11/2023,Clothing
10.21,2/19/2023,Electronics
1.08,8/20/2023,Restaurant
0.86,4/1/2023,Clothing
1.13,7/31/2023,Cosmetic
2.29,3/11/2023,Clothing
5.11,7/2/2023,Market
1.86,4/27/2023,Cosmetic
0.96,1/26/2023,Restaurant
0.36,1/25/2023,Clothing
1.68,10/7/2023,Clothing
26.41,5/18/2023,Travel
1.31,8/26/2023,Travel
2.73,9/13/2023,Clothing
25.14,5/28/2023,Travel
5.05,6/30/2023,Electronics
0.76,4/30/2023,Restaurant
5.70,9/6/2023,Market
0.57,2/1/2023,Restaurant
8.93,9/26/2023,Electronics
3.98,2/24/2023,Electronics
0.45,2/26/2023,Clothing
0.99,5/31/2023,Restaurant
0.64,2/2/2023,Restaurant
2.85,2/5/2023,Market
10.76,7/29/2023,Travel
2.86,3/19/2023,Clothing
0.54,9/16/2023,Cosmetic
1.12,5/20/2023,Cosmetic
7.96,1/29/2023,Electronics
23.16,10/3/2023,Travel
5.95,7/4/2023,Electronics
18.43,8/23/2023,Travel
0.89,2/21/2023,Restaurant
0.41,6/9/2023,Restaurant
3.47,5/13/2023,Clothing
10.26,2/19/2023,Electronics
2.39,5/9/2023,Clothing
9.14,10/14/2023,Electronics
2.14,5/21/2023,Clothing
1.58,5/4/2023,Clothing
0.68,5/14/2023,Cosmetic
2.31,4/11/2023,Cosmetic
9.20,4/24/2023,Electronics
2.21,5/21/2023,Clothing
1.29,6/22/2023,Clothing
5.99,8/22/2023,Travel
0.75,6/10/2023,Restaurant
0.79,9/28/2023,Electronics
18.68,5/25/2023,Travel
15.35,3/6/2023,Travel
0.84,5/27/2023,Market
2.07,7/17/2023,Clothing
5.32,8/5/2023,Electronics
8.74,3/27/2023,Electronics
4.03,4/2/2023,Market
0.71,2/26/2023,Restaurant
31.67,6/1/2023,Travel
0.50,4/1/2023,Restaurant
10.38,9/30/2023,Electronics
4.72,2/16/2023,Electronics
2.02,1/15/2023,Electronics
11.08,9/23/2023,Electronics
3.35,5/18/2023,Market
1.23,8/13/2023,Clothing
0.27,3/4/2023,Restaurant
1.89,5/18/2023,Cosmetic
2.30,3/16/2023,Electronics
0.99,8/29/2023,Restaurant
0.22,1/8/2023,Cosmetic
0.31,9/19/2023,Clothing
0.43,2/21/2023,Clothing
2.25,8/22/2023,Clothing
2.13,1/26/2023,Electronics
2.79,7/25/2023,Electronics
0.61,9/14/2023,Cosmetic
1.14,7/8/2023,Clothing
32.16,6/7/2023,Travel
0.41,9/24/2023,Restaurant
0.85,3/22/2023,Restaurant
3.01,6/1/2023,Clothing
1.79,5/12/2023,Cosmetic
1.10,2/13/2023,Market
2.17,7/2/2023,Cosmetic
5.01,9/15/2023,Electronics
1.52,3/11/2023,Electronics
5.35,3/3/2023,Market
0.54,9/13/2023,Market
2.87,4/4/2023,Clothing
3.16,9/28/2023,Electronics
3.12,1/1/2023,Clothing
2.22,10/9/2023,Clothing
7.02,8/7/2023,Electronics
1.15,10/10/2023,Market
11.72,7/28/2023,Travel
0.70,10/13/2023,Cosmetic
0.13,9/30/2023,Restaurant
1.42,4/3/2023,Cosmetic
18.76,5/10/2023,Travel
4.05,7/25/2023,Market
1.15,7/20/2023,Cosmetic
1.06,7/5/2023,Clothing
5.21,1/14/2023,Electronics
1.22,10/3/2023,Cosmetic
34.89,9/18/2023,Travel
11.06,2/23/2023,Electronics
0.97,4/3/2023,Restaurant
1.85,6/2/2023,Cosmetic
0.30,8/10/2023,Restaurant
1.95,3/25/2023,Cosmetic
0.31,3/10/2023,Restaurant
0.63,7/19/2023,Clothing
0.67,3/13/2023,Restaurant
0.12,8/27/2023,Cosmetic
10.65,1/31/2023,Electronics
6.52,5/3/2023,Electronics
2.93,7/11/2023,Electronics
1.09,5/11/2023,Clothing
2.28,10/13/2023,Cosmetic
0.91,10/13/2023,Restaurant
4.46,9/26/2023,Electronics
19.41,9/17/2023,Travel
0.74,1/19/2023,Clothing
0.60,7/10/2023,Clothing
1.31,8/22/2023,Cosmetic
5.46,9/8/2023,Market
3.68,5/11/2023,Electronics
0.15,3/18/2023,Restaurant
1.00,2/19/2023,Market
3.17,8/30/2023,Clothing
5.45,8/2/2023,Electronics
0.41,7/13/2023,Cosmetic
0.61,2/18/2023,Cosmetic
0.95,3/6/2023,Clothing
3.54,4/25/2023,Electronics
0.79,4/8/2023,Clothing
1.91,7/26/2023,Cosmetic
0.60,5/25/2023,Cosmetic
2.20,9/5/2023,Clothing
1.43,1/13/2023,Cosmetic
3.42,10/14/2023,Clothing
2.90,9/28/2023,Market
5.47,10/8/2023,Electronics
25.09,8/5/2023,Travel
11.20,5/14/2023,Electronics
5.82,5/14/2023,Market
1.28,2/14/2023,Cosmetic
1.24,6/3/2023,Market
3.35,5/29/2023,Clothing
1.65,5/29/2023,Electronics
1.26,7/4/2023,Clothing
0.19,9/2/2023,Restaurant
2.53,2/15/2023,Clothing
2.43,10/9/2023,Clothing
9.86,2/20/2023,Electronics
10.92,3/23/2023,Electronics
0.80,5/17/2023,Restaurant
2.00,9/12/2023,Clothing
1.29,6/8/2023,Cosmetic
4.50,5/13/2023,Market
1.97,6/27/2023,Clothing
5.42,8/17/2023,Market
1.89,6/1/2023,Clothing
0.78,7/28/2023,Restaurant
0.51,3/15/2023,Cosmetic
0.35,7/22/2023,Restaurant
1.74,5/7/2023,Clothing
0.26,5/16/2023,Cosmetic
2.09,6/8/2023,Cosmetic
0.69,7/17/2023,Restaurant
1.48,3/26/2023,Market
2.01,7/6/2023,Clothing
5.24,1/14/2023,Electronics
4.43,10/14/2023,Market
0.37,6/28/2023,Restaurant
1.16,2/26/2023,Cosmetic
30.02,10/11/2023,Travel
2.02,8/22/2023,Cosmetic
0.88,1/14/2023,Cosmetic
2.94,8/21/2023,Travel
1.11,5/6/2023,Restaurant
2.81,1/15/2023,Clothing
10.41,5/27/2023,Electronics
22.83,9/26/2023,Travel
0.68,8/11/2023,Restaurant
6.84,2/18/2023,Travel
1.69,6/26/2023,Cosmetic
0.95,10/7/2023,Restaurant
2.05,7/24/2023,Cosmetic
1.79,3/4/2023,Clothing
5.34,5/16/2023,Electronics
10.50,5/17/2023,Electronics
4.40,8/29/2023,Electronics
11.15,5/10/2023,Electronics
25.81,4/17/2023,Travel
11.73,6/7/2023,Travel
0.46,3/18/2023,Clothing
1.07,8/18/2023,Restaurant
23.07,3/6/2023,Travel
1.31,2/2/2023,Cosmetic
6.55,3/20/2023,Travel
1.63,7/29/2023,Clothing
15.30,6/15/2023,Travel
7.78,10/14/2023,Electronics
11.20,2/5/2023,Electronics
5.29,8/7/2023,Electronics
16.89,6/23/2023,Travel
0.18,1/9/2023,Cosmetic
2.02,4/27/2023,Market
0.91,4/5/2023,Restaurant
0.69,1/3/2023,Clothing
0.89,4/16/2023,Restaurant
2.10,3/15/2023,Travel
1.31,2/15/2023,Cosmetic
2.55,9/6/2023,Travel
0.99,4/9/2023,Restaurant
0.42,9/26/2023,Restaurant
3.80,5/15/2023,Travel
1.90,7/18/2023,Cosmetic
19.41,3/17/2023,Travel
4.47,3/21/2023,Electronics
2.34,4/13/2023,Clothing
3.07,1/6/2023,Electronics
5.37,10/2/2023,Market
3.23,2/3/2023,Electronics
5.76,6/17/2023,Market
0.13,4/23/2023,Market
11.39,3/18/2023,Electronics
0.77,1/17/2023,Restaurant
2.30,8/23/2023,Cosmetic
1.04,9/27/2023,Clothing
0.89,2/4/2023,Market
9.63,6/1/2023,Electronics
4.26,1/8/2023,Electronics
0.96,4/8/2023,Clothing
21.29,9/9/2023,Travel
4.15,5/31/2023,Electronics
0.46,1/18/2023,Cosmetic
1.47,5/24/2023,Market
2.76,8/8/2023,Market
3.33,2/23/2023,Clothing
0.59,9/10/2023,Restaurant
0.18,1/15/2023,Restaurant
0.17,7/16/2023,Cosmetic
2.32,9/19/2023,Cosmetic
0.79,4/27/2023,Restaurant
26.68,7/1/2023,Travel
0.73,6/16/2023,Restaurant
0.40,2/1/2023,Cosmetic
0.41,5/29/2023,Clothing
0.40,4/18/2023,Restaurant
8.30,2/28/2023,Electronics
2.49,7/10/2023,Clothing
1.20,7/1/2023,Cosmetic
8.91,9/17/2023,Electronics
3.83,6/8/2023,Travel
0.34,2/7/2023,Clothing
6.32,2/14/2023,Travel
10.11,3/10/2023,Travel
24.35,3/27/2023,Travel
1.15,5/4/2023,Market
4.45,1/15/2023,Market
21.34,2/2/2023,Travel
1.57,1/29/2023,Cosmetic
0.97,8/28/2023,Cosmetic
6.41,2/2/2023,Electronics
1.38,5/27/2023,Cosmetic
0.24,7/13/2023,Cosmetic
3.21,3/30/2023,Market
5.99,4/20/2023,Electronics
9.76,9/6/2023,Electronics
1.84,8/24/2023,Clothing
0.71,2/14/2023,Market
2.55,2/3/2023,Clothing
27.30,3/26/2023,Travel
2.87,10/1/2023,Clothing
4.87,7/11/2023,Travel
2.03,3/24/2023,Clothing
1.83,8/13/2023,Cosmetic
0.85,5/1/2023,Market
3.57,8/29/2023,Market
1.20,10/1/2023,Cosmetic
1.77,9/27/2023,Market
17.10,9/1/2023,Travel
14.07,3/8/2023,Travel
0.34,3/21/2023,Restaurant
24.82,7/30/2023,Travel
2.22,2/26/2023,Cosmetic
0.72,3/31/2023,Electronics
1.89,4/9/2023,Market
1.42,4/28/2023,Clothing
9.72,6/30/2023,Electronics
1.83,1/3/2023,Market
25.32,5/11/2023,Travel
2.11,5/20/2023,Market
8.69,5/27/2023,Electronics
4.92,8/8/2023,Electronics
18.93,1/13/2023,Travel
0.15,7/17/2023,Market
1.16,5/28/2023,Electronics
1.55,5/8/2023,Electronics
0.15,3/16/2023,Cosmetic
0.29,6/11/2023,Cosmetic
14.93,6/1/2023,Travel
5.70,9/6/2023,Electronics
2.24,10/11/2023,Market
0.33,3/4/2023,Cosmetic
5.31,9/12/2023,Electronics
1.59,7/1/2023,Clothing
1.10,1/9/2023,Cosmetic
0.25,4/4/2023,Restaurant
7.10,3/19/2023,Electronics
9.68,8/19/2023,Electronics
1.19,6/21/2023,Electronics
23.11,2/28/2023,Travel
0.95,2/13/2023,Restaurant
0.17,5/26/2023,Restaurant
1.38,8/20/2023,Cosmetic
11.02,4/18/2023,Electronics
0.49,1/13/2023,Restaurant
2.60,2/13/2023,Market
0.65,9/27/2023,Restaurant
1.53,1/11/2023,Cosmetic
1.84,3/2/2023,Market
0.61,2/28/2023,Restaurant
0.72,2/21/2023,Restaurant
0.60,9/4/2023,Clothing
1.04,1/1/2023,Cosmetic
25.14,5/12/2023,Travel
1.58,5/22/2023,Clothing
2.29,8/31/2023,Travel
1.29,7/30/2023,Clothing
31.52,3/9/2023,Travel
1.80,3/20/2023,Market
0.27,9/15/2023,Restaurant
1.22,4/4/2023,Cosmetic
4.73,7/29/2023,Market
3.38,1/18/2023,Clothing
0.50,6/15/2023,Restaurant
3.20,4/2/2023,Electronics
0.18,8/26/2023,Restaurant
5.16,5/26/2023,Market
1.67,2/14/2023,Clothing
6.79,4/10/2023,Electronics
1.88,9/6/2023,Cosmetic
1.09,8/10/2023,Restaurant
0.59,8/15/2023,Restaurant
1.10,1/19/2023,Cosmetic
0.19,1/15/2023,Restaurant
9.21,5/18/2023,Electronics
1.35,7/28/2023,Cosmetic
1.67,4/27/2023,Cosmetic
1.58,7/21/2023,Clothing
2.32,9/11/2023,Clothing
12.98,1/10/2023,Travel
1.64,3/20/2023,Cosmetic
0.90,9/26/2023,Clothing
0.81,1/15/2023,Restaurant
2.25,7/29/2023,Travel
11.26,1/23/2023,Electronics
1.15,2/18/2023,Restaurant
2.07,6/28/2023,Cosmetic
0.34,10/2/2023,Cosmetic
20.85,3/17/2023,Travel
1.76,7/15/2023,Clothing
3.81,7/27/2023,Travel
1.99,9/2/2023,Clothing
1.17,10/2/2023,Clothing
26.16,5/6/2023,Travel
1.13,7/12/2023,Clothing
4.63,7/29/2023,Electronics
1.92,1/30/2023,Clothing
4.95,1/22/2023,Market
1.88,9/29/2023,Clothing
2.45,9/25/2023,Clothing
2.78,9/23/2023,Clothing
0.33,2/2/2023,Restaurant
0.85,3/26/2023,Market
8.53,8/6/2023,Electronics
0.43,7/5/2023,Restaurant
2.11,6/20/2023,Cosmetic
1.10,4/3/2023,Cosmetic
10.89,9/14/2023,Electronics
6.66,2/1/2023,Electronics
1.34,4/23/2023,Market
1.17,10/1/2023,Restaurant
5.29,6/14/2023,Electronics
0.46,3/8/2023,Cosmetic
10.67,8/25/2023,Electronics
1.39,9/1/2023,Cosmetic
5.78,6/1/2023,Market
0.95,8/18/2023,Cosmetic
0.26,5/22/2023,Cosmetic
2.12,7/25/2023,Clothing
4.07,4/13/2023,Travel
3.48,8/11/2023,Clothing
2.09,7/26/2023,Clothing
7.40,10/2/2023,Electronics
4.24,6/7/2023,Travel
15.91,4/22/2023,Travel
3.01,9/16/2023,Clothing
0.73,6/29/2023,Cosmetic
10.08,2/2/2023,Electronics
4.70,3/31/2023,Travel
3.39,1/29/2023,Clothing
3.94,7/27/2023,Market
0.44,5/27/2023,Restaurant
5.21,7/14/2023,Electronics
19.50,1/24/2023,Travel
3.56,9/5/2023,Travel
0.14,8/8/2023,Restaurant
7.08,6/14/2023,Electronics
25.04,1/17/2023,Travel
1.93,7/23/2023,Cosmetic
1.67,8/11/2023,Travel
2.81,2/25/2023,Clothing
0.39,6/30/2023,Market
1.66,9/28/2023,Clothing
1.92,7/19/2023,Clothing
1.04,1/22/2023,Restaurant
0.31,3/27/2023,Restaurant
2.22,8/16/2023,Cosmetic
0.22,4/21/2023,Restaurant
8.44,4/2/2023,Electronics
14.21,10/6/2023,Travel
5.19,5/22/2023,Electronics
12.31,2/18/2023,Travel
3.89,6/2/2023,Electronics
0.30,6/30/2023,Cosmetic
34.20,4/3/2023,Travel
5.14,3/21/2023,Market
0.47,9/30/2023,Clothing
2.14,3/3/2023,Clothing
0.96,10/8/2023,Clothing
10.78,3/20/2023,Electronics
32.53,7/10/2023,Travel
0.39,7/1/2023,Cosmetic
3.95,8/25/2023,Market
0.60,1/8/2023,Cosmetic
0.20,9/2/2023,Restaurant
0.64,3/9/2023,Restaurant
2.85,4/5/2023,Clothing
4.37,1/2/2023,Electronics
0.58,10/4/2023,Restaurant
2.12,8/17/2023,Clothing
3.40,3/25/2023,Market
0.78,7/25/2023,Restaurant
0.86,8/19/2023,Electronics
0.31,7/25/2023,Restaurant
2.03,2/7/2023,Clothing
6.67,2/4/2023,Electronics
2.86,2/7/2023,Clothing
8.14,2/8/2023,Electronics
7.73,1/7/2023,Electronics
11.41,2/18/2023,Electronics
3.52,2/6/2023,Clothing
8.41,4/29/2023,Travel
8.73,9/13/2023,Electronics
0.77,8/5/2023,Restaurant
0.34,6/11/2023,Cosmetic
0.56,8/23/2023,Restaurant
3.84,10/8/2023,Electronics
2.35,3/14/2023,Cosmetic
8.49,4/19/2023,Electronics
2.82,8/14/2023,Electronics
1.01,7/25/2023,Clothing
0.53,5/22/2023,Restaurant
5.75,3/20/2023,Market
11.00,4/15/2023,Electronics
1.99,10/2/2023,Cosmetic
8.04,6/28/2023,Travel
3.19,5/24/2023,Clothing
2.07,2/12/2023,Electronics
4.14,6/25/2023,Market
0.31,9/18/2023,Market
2.32,8/3/2023,Cosmetic
5.02,4/16/2023,Electronics
1.95,3/6/2023,Travel
2.32,8/20/2023,Clothing
7.44,7/18/2023,Electronics
5.49,4/5/2023,Market
26.38,7/11/2023,Travel
27.00,8/28/2023,Travel
2.73,8/27/2023,Market
0.22,10/7/2023,Restaurant
3.95,3/1/2023,Market
2.18,9/29/2023,Clothing
1.97,6/8/2023,Cosmetic
2.87,8/22/2023,Clothing
1.05,2/20/2023,Market
1.61,5/9/2023,Market
1.02,6/14/2023,Restaurant
0.27,2/16/2023,Restaurant
3.83,6/6/2023,Market
5.68,2/10/2023,Market
1.05,6/10/2023,Restaurant
0.88,5/21/2023,Clothing
2.25,7/17/2023,Market
0.51,9/1/2023,Market
1.18,4/2/2023,Cosmetic
0.54,4/5/2023,Cosmetic
5.68,4/5/2023,Market
8.71,4/22/2023,Electronics
6.36,10/14/2023,Electronics
1.05,7/3/2023,Cosmetic
0.18,6/20/2023,Restaurant
2.52,1/14/2023,Market
0.69,6/14/2023,Restaurant
9.64,9/27/2023,Electronics
0.83,4/23/2023,Restaurant
3.19,3/8/2023,Electronics
2.72,4/19/2023,Market
0.97,1/16/2023,Restaurant
5.03,2/25/2023,Market
1.13,2/1/2023,Electronics
0.81,9/25/2023,Restaurant
2.58,3/2/2023,Clothing
2.12,3/6/2023,Market
11.29,7/10/2023,Electronics
1.55,9/5/2023,Cosmetic
11.28,6/22/2023,Electronics
2.41,7/20/2023,Market
10.01,2/24/2023,Electronics
2.27,9/24/2023,Cosmetic
1.77,1/6/2023,Cosmetic
24.67,6/8/2023,Travel
4.33,3/30/2023,Market
13.73,9/13/2023,Travel
1.42,7/2/2023,Clothing
1.66,3/8/2023,Clothing
11.24,8/31/2023,Travel
29.48,4/16/2023,Travel
6.20,6/5/2023,Electronics
0.20,5/5/2023,Restaurant
0.82,3/22/2023,Market
4.74,5/23/2023,Market
0.79,4/10/2023,Cosmetic
5.46,2/2/2023,Electronics
3.52,1/16/2023,Clothing
0.57,1/25/2023,Clothing
13.19,5/26/2023,Travel
0.58,2/13/2023,Market
11.22,1/16/2023,Electronics
1.61,5/30/2023,Cosmetic
3.69,2/12/2023,Electronics
1.33,7/19/2023,Cosmetic
7.55,2/8/2023,Electronics
2.41,7/16/2023,Electronics
3.32,5/18/2023,Clothing
2.42,5/22/2023,Market
2.09,5/6/2023,Clothing
11.42,1/30/2023,Travel
1.60,8/5/2023,Cosmetic
0.48,1/1/2023,Cosmetic
24.26,5/24/2023,Travel
1.11,4/25/2023,Restaurant
1.69,9/5/2023,Cosmetic
30.25,2/18/2023,Travel
0.62,6/22/2023,Clothing
8.29,4/22/2023,Travel
0.44,1/22/2023,Cosmetic
30.17,5/20/2023,Travel
11.15,3/11/2023,Travel
5.88,1/27/2023,Market
9.34,3/17/2023,Electronics
1.72,4/8/2023,Cosmetic
4.79,2/28/2023,Travel
26.60,5/27/2023,Travel
4.71,5/5/2023,Market
10.98,1/10/2023,Electronics
1.91,7/29/2023,Cosmetic
8.37,3/18/2023,Electronics
11.74,5/2/2023,Electronics
30.50,4/3/2023,Travel
1.72,3/17/2023,Market
1.09,1/7/2023,Restaurant
0.96,4/27/2023,Cosmetic
0.88,4/9/2023,Restaurant
10.99,2/19/2023,Electronics
11.08,7/3/2023,Electronics
5.67,1/23/2023,Electronics
2.26,7/17/2023,Cosmetic
1.21,7/19/2023,Cosmetic
8.44,5/5/2023,Electronics
0.55,6/30/2023,Cosmetic
0.91,5/30/2023,Cosmetic
2.00,3/12/2023,Cosmetic
2.28,6/22/2023,Clothing
0.91,2/8/2023,Market
0.95,1/30/2023,Restaurant
2.81,6/23/2023,Clothing
31.69,2/12/2023,Travel
7.29,2/9/2023,Electronics
1.08,8/2/2023,Restaurant
0.23,9/23/2023,Cosmetic
1.18,6/21/2023,Cosmetic
4.18,9/17/2023,Market
0.83,6/16/2023,Clothing
1.34,7/17/2023,Cosmetic
1.04,7/26/2023,Restaurant
3.50,9/3/2023,Clothing
2.25,8/7/2023,Cosmetic
11.20,9/10/2023,Travel
2.00,6/8/2023,Cosmetic
0.61,8/12/2023,Restaurant
9.02,8/28/2023,Electronics
1.99,5/6/2023,Market
10.33,3/12/2023,Electronics
2.74,6/20/2023,Market
4.42,7/11/2023,Market
0.31,2/16/2023,Restaurant
0.34,10/6/2023,Clothing
0.52,4/17/2023,Cosmetic
0.27,8/13/2023,Cosmetic
31.07,3/17/2023,Travel
8.11,2/22/2023,Electronics
1.52,4/7/2023,Travel
1.17,5/2/2023,Market
0.87,8/19/2023,Cosmetic
2.50,3/8/2023,Travel
4.12,1/14/2023,Market
2.84,6/14/2023,Clothing
2.76,1/16/2023,Market
3.21,4/15/2023,Clothing
5.24,6/3/2023,Travel
3.02,3/24/2023,Travel
4.65,1/2/2023,Market
2.29,8/23/2023,Cosmetic
7.12,7/14/2023,Electronics
30.11,4/22/2023,Travel
27.67,2/9/2023,Travel
6.29,9/14/2023,Electronics
2.08,5/26/2023,Electronics
1.00,4/16/2023,Restaurant
1.76,9/9/2023,Clothing
1.94,2/3/2023,Electronics
5.49,1/15/2023,Market
2.28,8/11/2023,Market
1.19,6/12/2023,Clothing
1.16,1/3/2023,Cosmetic
1.04,5/15/2023,Restaurant
2.67,8/1/2023,Clothing
0.65,2/11/2023,Cosmetic
1.58,4/21/2023,Clothing
6.78,1/24/2023,Electronics
2.68,1/11/2023,Electronics
0.62,8/24/2023,Cosmetic
0.66,5/19/2023,Restaurant
2.26,9/12/2023,Cosmetic
18.86,1/23/2023,Travel
1.51,8/16/2023,Cosmetic
0.31,1/12/2023,Clothing
20.98,1/28/2023,Travel
1.46,8/31/2023,Market
1.33,6/4/2023,Cosmetic
21.30,9/29/2023,Travel
4.91,7/7/2023,Electronics
12.20,8/16/2023,Travel
9.00,4/4/2023,Electronics
1.39,6/10/2023,Cosmetic
5.05,9/21/2023,Electronics
8.51,7/29/2023,Travel
1.10,8/1/2023,Electronics
0.47,7/22/2023,Restaurant
0.92,5/23/2023,Restaurant
3.17,2/26/2023,Clothing
0.99,6/7/2023,Clothing
22.34,5/18/2023,Travel
0.59,9/4/2023,Cosmetic
0.33,5/5/2023,Restaurant
1.01,7/14/2023,Cosmetic
14.13,6/10/2023,Travel
5.06,4/3/2023,Electronics
1.86,5/24/2023,Cosmetic
1.81,8/24/2023,Market
5.24,6/4/2023,Market
0.66,4/10/2023,Clothing
2.05,3/23/2023,Cosmetic
3.29,5/2/2023,Electronics
1.84,6/11/2023,Cosmetic
7.46,3/4/2023,Electronics
4.95,7/10/2023,Travel
6.40,1/22/2023,Electronics
2.54,3/29/2023,Clothing
1.82,1/19/2023,Cosmetic
18.03,7/3/2023,Travel
0.19,5/4/2023,Cosmetic
7.27,6/16/2023,Travel
4.26,1/25/2023,Electronics
5.14,5/27/2023,Travel
2.94,7/25/2023,Market
1.19,6/29/2023,Travel
34.91,3/6/2023,Travel
29.11,8/29/2023,Travel
2.45,4/18/2023,Market
28.42,6/18/2023,Travel
0.65,5/15/2023,Restaurant
20.26,10/5/2023,Travel
13.86,7/31/2023,Travel
21.35,5/3/2023,Travel
1.05,3/31/2023,Restaurant
4.63,10/14/2023,Electronics
1.58,6/14/2023,Clothing
0.77,1/14/2023,Restaurant
1.74,5/22/2023,Clothing
0.24,6/29/2023,Restaurant
23.53,3/21/2023,Travel
0.67,8/20/2023,Electronics
15.11,2/23/2023,Travel
5.63,8/20/2023,Market
1.17,7/15/2023,Restaurant
0.21,2/28/2023,Cosmetic
8.05,9/8/2023,Travel
0.46,3/9/2023,Restaurant
0.52,7/20/2023,Clothing
